Experience,Qualifications,Work Type,Company Size,Preference,Job Title,Role,skills,Salary_INR
11,PhD,Full-Time,91845,Male,Cloud Engineer,Cloud Engineer,"AWS, Linux, Azure, Docker",4177363
12,BCA,Full-Time,129642,Both,Cloud Engineer,Cloud Engineer,"Azure, Docker, Linux, Kubernetes",3652758
0,PhD,Full-Time,127916,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, Penetration Testing, SIEM, Network Security",2862279
4,B.Tech,Intern,178691,Both,Mobile App Developer,Mobile App Developer,"Firebase, Flutter, Android, Dart",2076960
3,B.Tech,Full-Time,59375,Both,Frontend Developer,Frontend Developer,"CSS, TypeScript, React, HTML",1973027
3,BCA,Remote,45324,Female,Frontend Developer,Frontend Developer,"TypeScript, HTML, React, CSS",1756457
9,B.Tech,Remote,44322,Both,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2463328
5,M.Tech,Full-Time,15275,Male,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, Python, PyTorch",3141504
8,MCA,Intern,90270,Male,Frontend Developer,Frontend Developer,"TypeScript, HTML, React, JavaScript",2595156
12,M.Tech,Remote,189947,Male,Backend Developer,Backend Developer,"MySQL, REST API, Java, Docker",4042684
8,PhD,Intern,132690,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",2802791
11,B.Tech,Remote,60392,Male,Data Scientist,Data Scientist,"Statistics, SQL, Pandas, Python",3115698
7,BCA,Intern,161425,Male,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, TensorFlow, Docker",2983091
15,B.Tech,Contract,71040,Female,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",3044909
11,MBA,Intern,5218,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Figma, Adobe XD",3234995
4,BCA,Intern,27415,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, SIEM, Network Security",2758151
3,MCA,Remote,32830,Female,Frontend Developer,Frontend Developer,"React, CSS, HTML, JavaScript",1933832
7,PhD,Remote,48320,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, Python, Docker",3432478
13,PhD,Contract,139384,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",4370902
15,MCA,Remote,13336,Female,Software Tester,Software Tester,"Automation, Selenium, JIRA, Manual Testing",3140066
8,B.Tech,Remote,15788,Male,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",2406896
10,B.Tech,Remote,92227,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, PyTorch, AWS, Docker",3598410
2,M.Tech,Full-Time,113921,Female,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, React, CSS",2273913
12,MCA,Intern,104004,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, PyTorch, TensorFlow, AWS",4186168
8,M.Tech,Intern,90477,Both,Frontend Developer,Frontend Developer,"TypeScript, React, HTML, JavaScript",2744404
11,B.Tech,Contract,175858,Male,DevOps Engineer,DevOps Engineer,"AWS, Docker, Linux, Kubernetes",3887132
10,MBA,Intern,198242,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Adobe XD, Prototyping",2989558
14,M.Tech,Full-Time,39613,Female,Mobile App Developer,Mobile App Developer,"Flutter, Android, Dart, Firebase",4003837
8,M.Tech,Contract,2483,Both,Data Scientist,Data Scientist,"Machine Learning, Statistics, SQL, Pandas",3186469
14,PhD,Intern,42088,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, Docker, AWS, Linux",4842267
13,B.Tech,Contract,73021,Female,Data Scientist,Data Scientist,"Python, SQL, Machine Learning, Pandas",3882901
0,B.Tech,Intern,74936,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Network Security, Penetration Testing",2342632
9,PhD,Intern,125688,Male,Backend Developer,Backend Developer,"Docker, MySQL, Java, Spring Boot",3224916
15,M.Tech,Full-Time,28735,Female,Backend Developer,Backend Developer,"MySQL, Java, REST API, Docker",3954647
0,BCA,Remote,179069,Both,Data Scientist,Data Scientist,"Statistics, Python, Pandas, Machine Learning",2204425
8,PhD,Remote,79858,Male,DevOps Engineer,DevOps Engineer,"AWS, Kubernetes, Linux, CI/CD",3633511
13,MCA,Full-Time,179090,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",3611319
9,PhD,Full-Time,82381,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",2635923
4,PhD,Contract,84419,Male,Software Tester,Software Tester,"Manual Testing, Selenium, JIRA, Automation",2306121
0,MCA,Contract,166115,Both,Cloud Engineer,Cloud Engineer,"Azure, AWS, Linux, Docker",2656437
4,M.Tech,Contract,100610,Female,DevOps Engineer,DevOps Engineer,"Docker, Linux, CI/CD, Kubernetes",3349450
7,B.Tech,Contract,123766,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, AWS, CI/CD, Linux",3052249
6,M.Tech,Full-Time,82534,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Wireframing, Figma",2631685
3,BCA,Intern,64941,Female,Data Scientist,Data Scientist,"Pandas, Machine Learning, Statistics, Python",2347770
0,PhD,Full-Time,143854,Male,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",2307041
14,MBA,Full-Time,82057,Female,Backend Developer,Backend Developer,"Java, Spring Boot, MySQL, Docker",3692861
4,B.Tech,Contract,165604,Both,Software Tester,Software Tester,"Automation, Manual Testing, Selenium, JIRA",1831509
4,BCA,Full-Time,109622,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, PyTorch, AWS",2632342
4,BCA,Full-Time,58040,Male,Mobile App Developer,Mobile App Developer,"Android, Flutter, Firebase, Dart",2071349
2,M.Tech,Contract,155682,Both,Data Scientist,Data Scientist,"Statistics, Pandas, SQL, Machine Learning",2782583
8,B.Tech,Intern,166881,Male,Data Scientist,Data Scientist,"Machine Learning, Python, Statistics, SQL",2994992
13,MBA,Full-Time,115344,Female,Software Tester,Software Tester,"Selenium, JIRA, Automation, Manual Testing",2931051
4,PhD,Full-Time,37156,Female,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Docker, Linux",3300833
10,M.Tech,Intern,188095,Both,Data Scientist,Data Scientist,"Statistics, Machine Learning, SQL, Python",3685154
12,B.Tech,Contract,109888,Female,Backend Developer,Backend Developer,"Java, REST API, MySQL, Spring Boot",2918647
14,PhD,Full-Time,59187,Male,Frontend Developer,Frontend Developer,"HTML, JavaScript, CSS, React",3835625
3,BCA,Contract,125599,Male,DevOps Engineer,DevOps Engineer,"Kubernetes, Linux, AWS, Docker",2764702
8,MBA,Remote,85233,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Figma, Adobe XD",2661511
12,BCA,Intern,188582,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",3827230
6,B.Tech,Remote,69552,Male,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",2301497
15,MCA,Intern,102544,Female,Frontend Developer,Frontend Developer,"HTML, CSS, React, JavaScript",3960151
11,MBA,Remote,30046,Male,Frontend Developer,Frontend Developer,"React, HTML, CSS, JavaScript",2860359
14,BCA,Intern,13257,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, PyTorch, Docker, TensorFlow",3943277
11,MBA,Intern,35807,Male,DevOps Engineer,DevOps Engineer,"Kubernetes, Linux, CI/CD, Docker",3639384
9,MCA,Contract,107538,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Figma, Prototyping",2688738
13,B.Tech,Contract,18486,Male,Data Scientist,Data Scientist,"Machine Learning, Pandas, Statistics, SQL",4052930
1,M.Tech,Remote,62942,Male,Frontend Developer,Frontend Developer,"CSS, JavaScript, HTML, React",2198025
6,M.Tech,Remote,73931,Female,Data Scientist,Data Scientist,"Machine Learning, Pandas, Statistics, SQL",3125554
10,PhD,Intern,112797,Male,Frontend Developer,Frontend Developer,"HTML, React, CSS, JavaScript",3575850
7,BCA,Remote,3224,Both,Frontend Developer,Frontend Developer,"HTML, React, JavaScript, TypeScript",2422632
10,M.Tech,Full-Time,164456,Both,Machine Learning Engineer,Machine Learning Engineer,"Python, Docker, TensorFlow, AWS",3849918
8,B.Tech,Full-Time,17935,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, Penetration Testing, Network Security, SIEM",3315557
1,M.Tech,Full-Time,69540,Both,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Azure, Docker",3087358
4,MBA,Full-Time,44928,Male,DevOps Engineer,DevOps Engineer,"AWS, Linux, CI/CD, Docker",3279129
6,BCA,Intern,107069,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Python, Penetration Testing",2961301
15,M.Tech,Full-Time,59980,Male,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",3896644
10,PhD,Intern,5489,Both,Data Scientist,Data Scientist,"Python, Pandas, SQL, Machine Learning",3728990
8,M.Tech,Full-Time,78871,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Adobe XD, Figma",2856353
15,M.Tech,Contract,118297,Male,Backend Developer,Backend Developer,"Spring Boot, Docker, MySQL, REST API",4165574
2,M.Tech,Full-Time,168827,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, SIEM, Python",3094046
0,PhD,Remote,70152,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Wireframing, Figma",2067024
1,B.Tech,Full-Time,99870,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, PyTorch, AWS, TensorFlow",2670534
10,B.Tech,Remote,46275,Male,Data Scientist,Data Scientist,"SQL, Pandas, Statistics, Machine Learning",3360798
0,MBA,Contract,57378,Male,Software Tester,Software Tester,"Automation, Selenium, Manual Testing, JIRA",1789305
9,PhD,Intern,96259,Both,Cloud Engineer,Cloud Engineer,"Linux, Docker, Azure, AWS",4267482
9,M.Tech,Remote,185862,Both,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Linux, Kubernetes",3567274
11,BCA,Contract,33888,Female,Frontend Developer,Frontend Developer,"CSS, React, TypeScript, JavaScript",2739268
13,MCA,Contract,18168,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, AWS, TensorFlow, Python",3964378
5,M.Tech,Intern,180247,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Penetration Testing, Python",3312916
2,PhD,Contract,114347,Female,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2314101
6,MCA,Full-Time,190581,Female,Frontend Developer,Frontend Developer,"React, JavaScript, TypeScript, CSS",2515238
13,MBA,Contract,198421,Male,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Kubernetes, Linux",4459044
0,MBA,Full-Time,130346,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Wireframing, Prototyping",1595021
9,PhD,Remote,161259,Both,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",3109225
10,M.Tech,Remote,139,Male,Frontend Developer,Frontend Developer,"CSS, HTML, React, TypeScript",2903834
9,MBA,Full-Time,100393,Female,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Linux, AWS",3890718
3,BCA,Remote,164656,Male,Cloud Engineer,Cloud Engineer,"AWS, Azure, Docker, Linux",2683402
1,B.Tech,Remote,74367,Male,Frontend Developer,Frontend Developer,"TypeScript, CSS, React, JavaScript",1749792
6,B.Tech,Contract,162766,Both,Backend Developer,Backend Developer,"Spring Boot, Docker, Java, MySQL",2496009
11,MCA,Remote,45253,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",3910869
13,MBA,Intern,89676,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping",3236236
6,M.Tech,Remote,29940,Both,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2536824
15,PhD,Intern,164781,Female,DevOps Engineer,DevOps Engineer,"Docker, AWS, CI/CD, Linux",4702016
9,MCA,Full-Time,150087,Female,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",2353583
11,M.Tech,Remote,25506,Female,Software Tester,Software Tester,"Selenium, Manual Testing, JIRA, Automation",2710078
1,B.Tech,Contract,6041,Female,Backend Developer,Backend Developer,"REST API, MySQL, Java, Docker",1860425
12,MBA,Full-Time,58784,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",4106424
6,MBA,Contract,183020,Both,Backend Developer,Backend Developer,"Java, MySQL, Spring Boot, Docker",2857278
10,B.Tech,Remote,156661,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, Penetration Testing, Network Security, SIEM",3756281
2,M.Tech,Intern,197216,Male,DevOps Engineer,DevOps Engineer,"Linux, AWS, Docker, CI/CD",2985746
14,MBA,Remote,185514,Female,Frontend Developer,Frontend Developer,"CSS, TypeScript, HTML, JavaScript",3968089
5,MBA,Contract,96562,Both,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",2461248
2,MBA,Remote,175172,Male,Data Scientist,Data Scientist,"Statistics, Pandas, SQL, Machine Learning",2687112
8,MCA,Remote,176780,Female,Frontend Developer,Frontend Developer,"HTML, React, TypeScript, CSS",2514439
2,M.Tech,Intern,16080,Female,Frontend Developer,Frontend Developer,"TypeScript, HTML, CSS, React",2028933
5,MCA,Full-Time,132549,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, AWS, Python",3357143
4,B.Tech,Intern,177760,Both,Software Tester,Software Tester,"Automation, Manual Testing, Selenium, JIRA",1805764
15,PhD,Remote,57065,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Wireframing, Figma",4185899
8,MBA,Full-Time,37226,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, PyTorch, AWS",3552634
8,M.Tech,Intern,19636,Female,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",3258980
15,BCA,Contract,118090,Both,Backend Developer,Backend Developer,"Spring Boot, REST API, Java, MySQL",2800189
0,MCA,Intern,106304,Male,DevOps Engineer,DevOps Engineer,"Kubernetes, AWS, Linux, CI/CD",2574687
6,MBA,Contract,75181,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",3265088
5,MCA,Remote,160583,Both,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",2388792
7,PhD,Contract,15081,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, Network Security, SIEM",3596774
0,M.Tech,Contract,72544,Female,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",1677041
11,BCA,Contract,94468,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",2432318
14,MBA,Contract,151886,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",3286688
13,M.Tech,Intern,65871,Male,Software Tester,Software Tester,"JIRA, Selenium, Manual Testing, Automation",3678474
15,MCA,Full-Time,92037,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, PyTorch, Python",3890760
7,MCA,Intern,85018,Male,Frontend Developer,Frontend Developer,"HTML, TypeScript, React, CSS",2194950
4,M.Tech,Full-Time,42258,Female,Data Scientist,Data Scientist,"Statistics, Python, Machine Learning, Pandas",3037627
1,BCA,Contract,53428,Both,DevOps Engineer,DevOps Engineer,"AWS, Docker, Kubernetes, Linux",2453522
0,MBA,Contract,190916,Male,DevOps Engineer,DevOps Engineer,"AWS, Docker, CI/CD, Linux",2710136
10,MCA,Full-Time,173034,Male,Frontend Developer,Frontend Developer,"JavaScript, React, HTML, CSS",2686374
7,B.Tech,Intern,43991,Female,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, Linux, Docker",2968747
6,BCA,Remote,37466,Female,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",1947211
13,MBA,Full-Time,101500,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",3031191
3,MCA,Contract,20103,Both,Data Scientist,Data Scientist,"Machine Learning, Python, Pandas, Statistics",2643371
12,MBA,Full-Time,157582,Both,Data Scientist,Data Scientist,"Machine Learning, Pandas, SQL, Python",3701609
1,BCA,Intern,16469,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, Python, SIEM",2105654
8,MBA,Contract,128,Both,Backend Developer,Backend Developer,"Java, REST API, Spring Boot, Docker",2957343
13,PhD,Remote,131094,Both,Software Tester,Software Tester,"Selenium, Automation, Manual Testing, JIRA",3707352
10,B.Tech,Full-Time,119451,Both,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Docker, AWS",4216696
0,BCA,Intern,44304,Female,Mobile App Developer,Mobile App Developer,"Flutter, Android, Dart, Firebase",1660724
3,PhD,Contract,2739,Female,Frontend Developer,Frontend Developer,"CSS, JavaScript, HTML, TypeScript",2450407
3,MCA,Full-Time,90856,Both,Frontend Developer,Frontend Developer,"React, JavaScript, TypeScript, CSS",2180012
13,MBA,Full-Time,119907,Male,Cloud Engineer,Cloud Engineer,"Linux, AWS, Azure, Kubernetes",4171083
7,PhD,Remote,109439,Female,Data Scientist,Data Scientist,"SQL, Python, Statistics, Pandas",3527523
0,MCA,Full-Time,13641,Both,Data Scientist,Data Scientist,"Pandas, SQL, Machine Learning, Statistics",2332759
0,PhD,Full-Time,166284,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Penetration Testing, Network Security",2706855
10,MCA,Remote,100981,Male,Software Tester,Software Tester,"Selenium, Automation, JIRA, Manual Testing",2628496
0,MBA,Intern,148286,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, Python, SIEM",2387978
10,BCA,Remote,46709,Male,Frontend Developer,Frontend Developer,"JavaScript, React, TypeScript, CSS",2375187
10,MBA,Intern,113593,Female,DevOps Engineer,DevOps Engineer,"AWS, Kubernetes, Docker, CI/CD",4216564
14,MCA,Remote,28028,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, Docker, AWS, Linux",4206685
10,M.Tech,Full-Time,125502,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, AWS, PyTorch, Python",3627975
14,M.Tech,Intern,47608,Both,Backend Developer,Backend Developer,"MySQL, Docker, Java, Spring Boot",3727276
3,B.Tech,Intern,3275,Both,Backend Developer,Backend Developer,"Docker, Java, MySQL, REST API",1907090
14,B.Tech,Intern,146325,Female,Backend Developer,Backend Developer,"MySQL, REST API, Java, Spring Boot",2943539
15,B.Tech,Intern,19457,Female,Mobile App Developer,Mobile App Developer,"Dart, Flutter, Android, Firebase",2926795
5,B.Tech,Full-Time,116908,Both,Data Scientist,Data Scientist,"Pandas, Machine Learning, Statistics, Python",2977895
13,MBA,Contract,109793,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",4160832
10,B.Tech,Remote,25173,Male,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",2241794
9,MBA,Remote,116473,Male,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, HTML, CSS",2580174
